player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,pass_250_yds,pass_300_yds,pass_350_yds,scoring_opp,rec,rec_tgt,rec_yds,rec_tds,pos_rank,overall_rank,team_id,team_name,proj_type,rec_yds_g,rec_avg,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rush_50_yds,rush_100_yds,rec_rz_tgt,rec_50_yds,rec_100_yds,return_yds,dst_int,dst_fum_rec,dst_sacks,dst_fumbles,dst_tackles,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,rec_150_yds,rec_200_yds,fg,fg_att,fg_0019,fg_att_0019,fg_2029,fg_att_2029,fg_3039,fg_att_3039,fg_4049,fg_att_4049,fg_50,fg_att_50,xp,xp_att,fg_50_att,fg_4049_att,fg_0039,fg_att_39,fg_miss,dst_safety,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,dst_yds_199,dst_yds_299,dst_yds_349,dst_yds_399,dst_yds_449,dst_yds_499,dst_yds_549,dst_yds_550,dst_pts_6,dst_pts_13,dst_pts_17,dst_pts_20,dst_pts_27,dst_pts_34,dst_pts_45,fumblesRecovered
"Moore, Rondale",WR,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0.3,NA,NA,FantasySharks,15283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,1.7,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lovett, Dominic",WR,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,0,0.3,NA,NA,FantasySharks,17255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,5.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.1,NA,NA,238,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bech, Jack",WR,LVR,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,0,0.3,NA,NA,FantasySharks,17078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0,4.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.9,NA,NA,65,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White, Cody",WR,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0.3,NA,NA,FantasySharks,15589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,0.3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Weaver, Xavier",WR,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0.3,NA,NA,FantasySharks,16634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,5.7,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,27,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Remigio, Nikko",WR,KCC,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,16422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,0.2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,822,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agnew, Jamal",WR,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,13308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,0.1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Velus",WR,NOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0.1,NA,NA,FantasySharks,15767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,39,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Larvadain, Gage",WR,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0.1,NA,NA,FantasySharks,17349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0,6.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.4,NA,NA,155,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,327.13,NA,54864,FanDuel,15281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.14,195.52,1749.98,14.03,1,11,7,Cincinnati Bengals,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,267.92,NA,54532,FanDuel,14836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.9,168.91,1470.86,11.14,2,30,18,Minnesota Vikings,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,0,0,0,NA,0,0,NA,4.43,22.49,NA,0.17,NA,256.59,NA,54517,FanDuel,14832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.94,165.55,1454.94,8.73,3,35,9,Dallas Cowboys,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St. Brown,WR,DET,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,251.66,NA,54885,FanDuel,15287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.56,166.61,1320.79,10.45,4,40,11,Detroit Lions,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Thomas Jr.,WR,JAC,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,244.48,NA,55916,FanDuel,16618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.49,165.01,1435.95,8.44,5,42,15,Jacksonville Jaguars,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,242.1,NA,55233,FanDuel,15751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.7,161.31,1395.26,8.74,6,43,2,Atlanta Falcons,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puka Nacua,WR,LA,NA,0,0,0,NA,0,0,NA,4.54,23.15,NA,0.18,NA,240.76,NA,55652,FanDuel,16211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.02,159.82,1355.32,8.11,7,44,33,Los Angeles Rams,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,237.14,NA,54887,FanDuel,15290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.61,156.8,1367.51,8.57,8,48,13,Houston Texans,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Nabers,WR,NYG,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,234.95,NA,55922,FanDuel,16615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.63,159.43,1413.54,7.41,9,49,21,New York Giants,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WSH,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,228.94,NA,54162,FanDuel,14109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.51,156.75,1257.66,8.71,10,52,32,Washington Commanders,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyreek Hill,WR,MIA,NA,0,0,0,NA,0,0,NA,4.94,26.16,NA,0.19,NA,227.78,NA,53108,FanDuel,12801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.12,151.81,1224.64,8.39,11,54,17,Miami Dolphins,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,227.47,NA,54161,FanDuel,14104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.98,147.63,1299.77,8.53,12,55,24,Philadelphia Eagles,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,226.87,NA,52418,FanDuel,11671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.11,143.48,1105.5,11.91,13,56,30,Tampa Bay Buccaneers,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ladd McConkey,WR,LAC,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,226.33,NA,55930,FanDuel,16627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.75,147.18,1303.51,8.27,14,57,34,Los Angeles Chargers,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,219.65,NA,54512,FanDuel,14835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.13,146.64,1223.01,8.43,15,58,7,Cincinnati Bengals,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaxon Smith-Njigba,WR,SEA,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,215.83,NA,55595,FanDuel,16185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.97,159.03,1217.25,7.41,16,59,28,Seattle Seahawks,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Flowers,WR,BAL,NA,0,0,0,NA,0,0,NA,5.52,28.12,NA,0.22,NA,209.37,NA,55585,FanDuel,16190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.64,132.95,1147.15,7.83,17,65,3,Baltimore Ravens,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Harrison Jr.,WR,ARI,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,207.96,NA,55906,FanDuel,16614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.15,149.44,1172.47,7.72,18,67,1,Arizona Cardinals,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.K. Metcalf,WR,PIT,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,201.65,NA,54159,FanDuel,14102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.84,139.67,1166.05,7.69,19,71,25,Pittsburgh Steelers,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerry Jeudy,WR,CLE,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,192.4,NA,54518,FanDuel,14833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.16,136.23,1232.59,4.37,20,73,8,Cleveland Browns,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.J. Moore,WR,CHI,NA,0,0,0,NA,0,0,NA,9.19,47.94,NA,0.34,NA,189.75,NA,53776,FanDuel,13635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.4,150.23,998.13,5.94,21,75,6,Chicago Bears,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,NA,0,0,0,NA,0,0,NA,9.67,48.85,NA,0.36,NA,189.03,NA,54987,FanDuel,14860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.06,127.05,1007.36,7.34,22,77,27,San Francisco 49ers,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Kupp,WR,SEA,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,188.67,NA,53448,FanDuel,13164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.36,136.31,1013.54,7.61,23,78,28,Seattle Seahawks,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garrett Wilson,WR,NYJ,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,186.17,NA,55264,FanDuel,15753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.05,146.75,1048.83,6.37,24,80,22,New York Jets,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,185.12,NA,53781,FanDuel,13630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.71,132.46,1029.27,7.45,25,81,10,Denver Broncos,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tetairoa McMillan,WR,CAR,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,184.42,NA,56250,FanDuel,17071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.82,131.07,1039.9,6.56,26,82,5,Carolina Panthers,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davante Adams,WR,LA,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,183.62,NA,52438,FanDuel,11675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.77,139.46,976.74,7.37,27,84,33,Los Angeles Rams,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,180.38,NA,54877,FanDuel,15282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.48,122.58,1013.81,6.24,28,85,24,Philadelphia Eagles,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Worthy,WR,KC,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,178.97,NA,55917,FanDuel,16620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.2,128.34,983.11,6.78,29,86,16,Kansas City Chiefs,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
